SKU,Nombre,Marca,Precio,Precio Lista,Stock
3015702,Detergente líquido WOOLITE protección y cuidado (1800  ml),WOOLITE,33650,33650,10000
3366664,Detergente líquido DERSA coco ropa delicada (900  ml),DERSA,16650,16650,10000
3297628,Jabón de barra AZULK antibacterial con vinagre (720  gr),AZUL-K,7380,7380,10000
168038,Limpiador PATO inodoro pastilla adhesiva lavanda (30  gr),PATO,9070,9070,10000
3068935,Limpiador BINNER eucalipto limon (1000  ml),BINNER,9210,10650,10000
124195494,Detergente Liquido FAB Ultra Concentrado Rinde 6L x3 unidades,FAB,51030,56700,10000
1707307,Limpiapisos FABULOSO alternativa al cloro fresca lavanda (720  ml),FABULOSO,7630,7630,10000
3782035,Detergente líquido BLANCOX ropa delicada coco (3800  ml),BLANCOX,24050,48100,10000
1039189,Quitamanchas VANISH en polvo (450  gr),VANISH,34350,34350,10000
1648581,Detergente en polvo ARIEL revitacolor (1000  gr),ARIEL,18100,18100,10000
3011726,Limpiador PINOLINA liquido canela miel (960  ml),PINOLINA,6510,6510,10000
3449711,Detergente líquido PERSIL universal acción profunda (4650  ml),PERSIL,117000,117000,10000
22618,Blanqueador LIMPIDO multiusos (1800  ml),LIMPIDO,5985,7980,10000
698695,Jabón de barra JIRAFA coco (600  gr),JIRAFA,7640,7640,10000
3002911,Limpiador PATO inodoro activos cítrico aplicador (38  gr),PATO,14150,14150,10000
3567232,Blanqueador CLOROX multiusos original (930  ml),CLOROX,4960,4960,10000
3756480,Detergente en polvo PERSIL acción profunda (4500  gr),PERSIL,50400,55500,10000
50639,Desmanchador BLANCOX blanco líquido radiante sin cloro (1000  ml),BLANCOX,12950,12950,10000
3615045,Detergente en polvo AK1 con oxígeno activo (1450  gr),AK-1,10360,12950,10000
1705880,Detergente en polvo EKONO multiusos aroma floral (1000  gr),EKONO,3860,3870,10000
1427103,Limpiapisos SANPIC vainilla (1000  ml),SANPIC,10850,10850,10000
3514527,Jabón de barra DERSA azul puro + bicarbonato (960  gr),DERSA,14250,14250,10000
3746255,Desinfectante PINOLINA desmanchador multiusos (960  ml),PINOLINA,4992,8720,10000
1278445,Desmanchador VANISH en polvo gold (570  gr),VANISH,31150,31150,10000
3296304,Limpiapisos FABULOSO lavanda (180  ml),FABULOSO,2090,2090,10000
3406227,Detergente FROTEX en crema ropa blanca color (1000  gr),FROTEX,18000,18000,10000
1740222,Quitamanchas BONDI ropa color (1000  ml),BONDI,5730,5730,10000
3068936,Limpiador BINNER lavanda sandia (1000  ml),BINNER,6880,6890,10000
1655014,Detergente líquido WOOLITE ropa oscura (3785  ml),WOOLITE,67400,67400,10000
3484838,Detergente líquido EcoAzul ecoazul limpieza profunda floral (1800  ml),EcoAzul,13762,18350,10000
400119,Limpiador PATO inodoro pastilla marina (40  gr),PATO,7950,7950,10000
830363,Quitamanchas VANISH líquido (900  ml),VANISH,14200,14200,10000
3449171,Jabón mágico DR. BECKMANN quitamanchas  (100  gr),DR. BECKMANN,10350,10350,10000
194474,Quitamanchas VANISH blanco total (240  gr),VANISH,19900,19900,10000
3668948,Detergente en polvo ARIEL revitacolor (700  gr),ARIEL,10400,10400,10000
3766826,Desinfectantes TASK limpia inodoro pastillas (3  und),TASK,12650,12650,10000
3698625,Desengrasante T/L/D TODOS LOS DIAS varsol puro (500  ml),T/L/D TODOS LOS DIAS,5710,5710,10000
1651510,Jabón de barra UNICO limón (750  gr),UNICO,6630,8840,10000
3429038,Detergente en polvo FAB ultra flas vibra color (2000  gr),FAB,19612,26150,10000
3330501,Jabón de barra PURO hortensia (360  gr),PURO,4410,4410,10000
738950,Quitamanchas VANISH blanco total (900  gr),VANISH,66700,66700,10000
519042,Limpiador PATO inodoro pastilla adhesiva cítrico (30  gr),PATO,9030,9030,10000
138211,Quitamanchas VANISH líquido (900  ml),VANISH,14450,14450,10000
3732719,Limpiador LIMPIDO en gel blanqueador multiusos (1000  ml),LIMPIDO,4576,7040,10000
3315405,Jabón de barra SUPER RIEL multiusos aroma floral (1.6  lt),SUPER RIEL,9307,10950,10000
1712028,Blanqueador CLOROX pureza cítrica (1800  ml),CLOROX,5865,8960,10000
3378885,Detergente líquido DERSA coco control olores (1800  ml),DERSA,32500,32500,10000
3698623,Desengrasante T/L/D TODOS LOS DIAS biodegradable (500  ml),T/L/D TODOS LOS DIAS,4900,4900,10000
3749179,Detergente líquido TOP jeans & ropa oscura (3000  ml),TOP,30275,43250,10000
1456887,Limpiapisos SANPIC canela manzana (450  ml),SANPIC,5020,5020,10000
3464421,Limpiapisos HOMECHOICE MARCA EXCLUSIVA citronela (3000  ml),HOMECHOICE MARCA EXCLUSIVA,9990,9990,10000
809547,Crema antibacterial FROTEX desmancha (550  gr),FROTEX,20550,22950,10000
1418666,Quitamanchas CLOROX ropa blanca (930  ml),CLOROX,12100,12100,10000
3555304,Detergente líquido ETERNA ropa oscura + quita manchas (3600  ml),ETERNA,23062,30750,10000
3086843,Limpiapisos BINNER frutas y verduras (500  ml),BINNER,12350,12350,10000
3295938,Limpiapisos BLANCOX con el poder del bicarbonato (3000  ml),BLANCOX,18095,25850,10000
124305693,Pack x2 Detergente en polvo Ariel 5kg,ARIEL,119600,124600,10000
3580569,Detergente en polvo DERSA multiusos vinagre + limón (4000  gr),DERSA,36550,36550,10000
1294907,Limpiador BINNER mantenimiento pisos de madera (1900  ml),BINNER,33300,35650,10000
3776055,Detergente líquido PERSIL gel universal acción (6640  ml),PERSIL,78700,80100,10000
1617888,Limpiapisos PINOLINA manzana verde (1000  ml),PINOLINA,6405,9150,10000
3543260,Blanqueador CLOROX magia floral (930  ml),CLOROX,5780,5780,10000
669993,Desengrasante ALASKA varsol sin olor (460  ml),ALASKA,15400,19450,10000
1762204,Jabón de barra UNICO plus lavanda (220  gr),UNICO,2720,2720,10000
1024789,Limpiador BINNER porcelanato (500  ml),BINNER,11050,11050,10000
3333321,Jabón de barra TOP floral (690  gr),TOP,10050,10050,10000
1045541,Jabón de barra SUPER RIEL con bicarbonato (200  gr),SUPER RIEL,1960,2260,10000
1712025,Quitamanchas CLOROX blancos intensos (1800  ml),CLOROX,10400,13000,10000
56077,Detergente líquido COCO VARELA el original (300  ml),COCO VARELA,7360,7360,10000
1404031,Desengrasante ALASKA varsol lavanda (460  ml),ALASKA,13300,13300,10000
3185392,Jabón de barra PURO fuerza azul (320  gr),PURO,5200,5200,10000
981113,Detergente líquido VEL ROSITA con suavizante + doypack (900  ml),VEL ROSITA,18250,18250,10000
3743398,Detergente en polvo TOP TERRA ecológico (2000  gr),TOP TERRA,18337,24450,10000
3636263,Limpiador CIF en crema multiusos (750  gr),CIF,14400,16300,10000
465805,Desmanchador BLANCOX polvo blanco radiante sin cloro (400  gr),BLANCOX,18900,25200,10000
3052420,Limpiador BINNER lavadoras (300  ml),BINNER,18650,18650,10000
3386975,Limpiavidrios HOMECHOICE MARCA EXCLUSIVA anti empañante (750  ml),HOMECHOICE MARCA EXCLUSIVA,5990,5990,10000
1762203,Jabón de barra UNICO plus limón (220  gr),UNICO,2720,2720,10000
344862,Limpiador BINNER quita polvo y da brillo citrus (300  ml),BINNER,18700,18700,10000
3555346,Jabón líquido TASK multiusos (1  lt),TASK,6360,8480,10000
1314796,Blanqueador CLOROX anti splash botella (930  ml),CLOROX,7030,7030,10000
50834,Desmanchador BLANCOX ropa color líquido protege el color (1000  ml),BLANCOX,13100,13100,10000
3499363,Limpiapisos BLANCOX vibrante rosa y jazmín (5000  ml),BLANCOX,25585,36550,10000
3678491,Detergente líquido BLANCOX multiusos con bicarbonato (1500  ml),BLANCOX,16400,16400,10000
3474452,Detergente líquido FAB ultra flash (5000  ml),FAB,79800,79800,10000
1705986,Detergente en polvo EKONO multiusos aroma limón (1000  gr),EKONO,3860,3870,10000
3543261,Blanqueador CLOROX pureza cítrica (930  ml),CLOROX,5590,5590,10000
3235533,Limpiador T/L/D TODOS LOS DIAS fraguas (500  ml),T/L/D TODOS LOS DIAS,3430,3430,10000
3749175,Detergente en polvo TOP cuidado y limpieza (4000  gr),TOP,25200,42000,10000
1504192,Quitamanchas VANISH prelavado (500  ml),VANISH,18200,22400,10000
931037,Jabón de barra JIRAFA blanco lavanda (750  gr),JIRAFA,8040,8040,10000
3698626,Desengrasante T/L/D TODOS LOS DIAS varsol puro (800  ml),T/L/D TODOS LOS DIAS,9160,9160,10000
1427111,Detergente líquido WOOLITE protección y cuidado (900  ml),WOOLITE,16600,17900,10000
3568807,Detergente líquido TIDE original (3900  ml),TIDE,151700,151700,10000
136023,Limpiador BINNER juntas de cerámica (700  ml),BINNER,27850,27850,10000
3759809,Detergente líquido PERSIL acción profunda (1830  ml),PERSIL,50800,50800,10000
3006716,Cloro BUFALO pastillas efervescentes (12  und),BUFALO,7370,7370,10000
163529,Almidón ALASKA para planchar (500  ml),ALASKA,7950,7950,10000
3431266,Detergente líquido HOMECHOICE MARCA EXCLUSIVA ropa oscura (1000  ml),HOMECHOICE MARCA EXCLUSIVA,6990,6990,10000
401262,Crema antibacterial FROTEX multiusos (170  gr),FROTEX,6990,7540,10000
159482,Limpia vidrios EASY OFF cristal alcohol (500  ml),EASY OFF,10200,10200,10000
3431893,Desmanchador DR. BECKMANN super blanco intensivo (80  gr),DR. BECKMANN,7510,7510,10000
808505,Detergente líquido BLANCOX protección color limpieza profunda (900  ml),BLANCOX,14100,14100,10000
1719830,Blanqueador CLOROX flores de lavanda (1800  ml),CLOROX,6900,9540,10000
3705583,Jabón de barra T/L/D TODOS LOS DIAS líquido para ropa de bebé (960  ml),T/L/D TODOS LOS DIAS,4270,4270,10000
194025,Quitamanchas VANISH ropa color (240  gr),VANISH,17250,19700,10000
3555340,Limpiapisos TASK lavanda (1000  ml),TASK,5446,7780,10000
3045314,Limpiapisos AROMAX DUO lavanda (1000  ml),AROMAX DUO,11750,11750,10000
1314797,Blanqueador CLOROX anti splash botella (1800  ml),CLOROX,12500,12500,10000
3774792,Vinagre BEISBOL limpieza lavanda y jazmín (900  ml),BEISBOL,11200,11200,10000
3002606,Blanqueador T/L/D TODOS LOS DIAS desinfectante aroma manzana (2000  ml),T/L/D TODOS LOS DIAS,4280,4280,10000
947320,Limpiador TERGO desodoriza el inodoro (144  gr),TERGO,13900,14500,10000
185916,Protector BINNER brillador pisos de madera (700  ml),BINNER,31900,34250,10000
980967,Blanqueador BLANCOX desinfectante aroma limón (1000  ml),BLANCOX,4180,4950,10000
3431894,Quitamanchas DR. BECKMANN colores intensos (80  gr),DR. BECKMANN,7510,7510,10000
1148896,Limpiador LIMPIAYA multiusos fragancia lavanda (1000  ml),LIMPIAYA,3730,3730,10000
1543053,Limpiavidrios BUFALO anti empañante (500  ml),BUFALO,5990,5990,10000
3663127,Detergente en polvo FAB ultra expert blanco impecable (2000  gr),FAB,26150,26150,10000
3015862,Limpiador PATO inodoro activos lavanda (38  gr),PATO,11250,11250,10000
3670169,Limpiapisos T/L/D TODOS LOS DIAS líquido aroma a lavanda (3000  ml),T/L/D TODOS LOS DIAS,6340,6350,10000
1628273,Quitamanchas VANISH blanco total (850  gr),VANISH,54800,54800,10000
3001381,Limpiapisos BLANCOX con el poder del bicarbonato (1500  ml),BLANCOX,11560,14450,10000
1525809,Limpiavidrios GLASSI anti empañante (500  ml),GLASSI,5630,5630,10000
3002604,Blanqueador T/L/D TODOS LOS DIAS desinfectante aroma limón (2000  ml),T/L/D TODOS LOS DIAS,4280,4280,10000
3555343,Limpiapisos TASK antibacterial lavanda (2000  ml),TASK,9555,13800,10000
3788441,Detergente líquido 3D multiusos explosión de manzanas (1000  ml),3D,10850,10850,10000
1568942,Limpiapisos AROMAX DUO lavanda (440  ml),AROMAX DUO,15892,24450,10000
803375,Detergente en polvo ARIEL con un toque de downy (2000  gr),ARIEL,34050,34050,10000
1558986,Quitamanchas DR. BECKMANN desodorante y sudor (250  ml),DR. BECKMANN,34800,34800,10000
3763446,Detergente MAS líquido ropa color (830  ml),MAS,16050,16050,10000
3749178,Detergente líquido TOP ropa color (1800  ml),TOP,25600,25600,10000
182815,Quitamanchas CLOROX blancos intensos (930  ml),CLOROX,10700,10700,10000
319451,Limpia vidrios EASY OFF cristal regular (500  ml),EASY OFF,15650,15650,10000
3696474,"Eliminador de olores BRIZZE en gotas, fragancia eucalipto (28  ml)",BRIZZE,15150,15150,10000
1712024,Quitamanchas CLOROX ultra sin cloro (1800  ml),CLOROX,21300,21300,10000
1712022,Quitamanchas sin cloro CLOROX 4 en 1 para ropa color (1800  ml),CLOROX,15037,20050,10000
1456885,Limpiapisos SANPIC vainilla (450  ml),SANPIC,5060,5060,10000
554450,Blanqueador BLANCOX desinfectante aroma poder natural (1000  ml),BLANCOX,4180,4180,10000
242812,Blanqueador BLANCOX desinfectante máxima concentración (1000  gr),BLANCOX,5830,5830,10000
688868,Limpiavidrios NEW ANDIN Limpia Vidrios (500  ml),NEW ANDIN,6950,6950,10000
865746,Blanqueador CLOROX pureza cítrica (3800  ml),CLOROX,19050,19050,10000
3788464,Detergente líquido 3D multiusos explosión de manzanas (1800  ml),3D,14137,18850,10000
3526307,Jabón de barra LIMPIAYA líquido (1000  ml),LIMPIAYA,8260,8260,10000
3022692,Detergente líquido LAVOMATIC colores vivos y brillantes (1300  ml),LAVOMATIC,25250,25250,10000
3479096,Limpiador BONDI spray desmanchador desincrusta (500  ml),BONDI,5096,7280,10000
3429328,Detergente líquido FAB ultra color (3000  ml),FAB,41550,56300,10000
170106,Jabón de barra UNICO plus lavanda (750  gr),UNICO,6525,8700,10000
1445302,Desinfectante HARPIC para inodoros pastillas (180  gr),HARPIC,31350,31350,10000
1654555,Quitamanchas VANISH en polvo (850  gr),VANISH,54800,54800,10000
798568,Limpiavidrios MR MUSCULO fresca empaque con gatillo (500  ml),MR MUSCULO,14400,14400,10000
1436141,Detergente en polvo RINDEX 10 multi beneficios (2000  gr),RINDEX 10,15300,15300,10000
3528332,Limpiador LIMPIAYA multiusos fragancia citronela (2000  ml),LIMPIAYA,8960,8960,10000
930834,Limpiapisos BLANCOX relajante lavanda y eucalipto (5000  ml),BLANCOX,25585,36550,10000
419996,Limpiapisos PINOLINA citronela (2000  ml),PINOLINA,17600,18500,10000
504296,Desengrasante BEISBOL varsol quitamanchas  (500  ml),BEISBOL,10600,10600,10000
3452251,Limpiapisos BLANCOX con el poder del bicarbonato (720  ml),BLANCOX,7310,7310,10000
3733807,Pastilla limpiadora TASK para sanitarios (48  gr),TASK,4510,4510,10000
3438474,Detergente líquido FAB ultra flash (900  ml),FAB,16400,17100,10000
3015225,Detergente líquido ETERNA ecológico fragancia floral (2000  ml),ETERNA,26600,26600,10000
3640368,Limpiador ETERNA desinfectante mascotas (2000  ml),ETERNA,8820,8820,10000
3568808,Detergente líquido TIDE original (2480  ml),TIDE,104100,104100,10000
3543258,Blanqueador CLOROX flores de lavanda (930  ml),CLOROX,4970,4970,10000
199314,Limpiador PINOLINA en polvo abrasivo (2000  ml),PINOLINA,11655,16650,10000
667880,Quitamanchas VANISH en polvo (900  gr),VANISH,60600,60600,10000
1862279,Limpiador BON BRIL multiusos con peróxido activo (900  ml),BON BRIL,12300,12300,10000
445710,Eliminador de olor PETIT copito de nube (14  ml),PETIT,17700,17700,10000
3568003,Limpiapisos FABULOSO antibacterial violeta (2000  ml),FABULOSO,16000,16000,10000
1022266,Jabón de barra SUPREMO multiusos limón (600  gr),SUPREMO,4837,6450,10000
1445301,Desinfectante HARPIC para inodoros pastillas (180  gr),HARPIC,30500,30500,10000
182158,Preplanchado NIAGARA original (567  ml),NIAGARA,17150,20900,10000
3672474,Limpiador BINNER crema desmanchadora multiusos (500  ml),BINNER,10760,13450,10000
1740184,Vinagre de limpieza BONDI multisuperficies (4000  ml),BONDI,16030,22900,10000
3749180,Detergente líquido TOP jeans & ropa oscura (1800  ml),TOP,27000,27000,10000
3656048,Detergente en polvo 3D bomba de limpieza aroma manzana (3000  gr),3D,19875,26500,10000
623315,Limpiapisos PINOLINA lavanda (960  ml),PINOLINA,5175,6900,10000
3220753,Limpiador GREEN CHOICE GENERATION multiusos (1000  ml),GREEN CHOICE GENERATION,4160,4160,10000
3473998,Quitamanchas BONDI polvo ropa blanca (900  gr),BONDI,28100,28100,10000
122036,Blanqueador DR. BECKMANN súper blanco (240  gr),DR. BECKMANN,25600,25600,10000
3698624,Desengrasante T/L/D TODOS LOS DIAS biodegradable (800  ml),T/L/D TODOS LOS DIAS,7850,7850,10000
3537571,Limpiapisos PINOLINA floral (2000  ml),PINOLINA,12750,12750,10000
3016097,Preplanchado  orquídea de los Andes (250  ml),Bloomy,10800,10800,10000
3580577,Detergente en polvo DERSA doble poder multiusos  (500  gr),DERSA,5310,5310,10000
104170922,Detergente Liquido Ropa X 3785 Bio,FULLER PINTO,0,0,0
188884,Removedor BINNER de cera y sellantes pisos de madera (700  ml),BINNER,29700,29700,10000
3749174,Detergente en polvo TOP ropa color (2000  gr),TOP,22100,22100,10000
26607,Limpiador BINNER pisos de porcelanato (700  ml),BINNER,16850,17550,10000
3555342,Limpiador TASK multiusos (2000  ml),TASK,9975,14700,10000
3565667,Desinfectante TASK para sanitario  (50  gr),TASK,6500,6500,10000
3012465,Cera MANSION para pisos maderas y laminados (800  ml),MANSION,31550,31550,10000
480591,Blanqueador LIMPIDO multiusos floral (3800  ml),LIMPIDO,12390,17700,10000
3220946,Cera  BINNER limpiadora emulsionada (500  ml),BINNER,10600,10600,10000
3529981,Limpiador T/L/D TODOS LOS DIAS en crema desengrasa superficies (250  gr),T/L/D TODOS LOS DIAS,5740,5740,10000
1207885,Detergente en polvo ARIEL con un toque de downy (4000  gr),ARIEL,57400,57400,10000
1426946,Limpiapisos SANPIC vainilla (3000  ml),SANPIC,28700,28700,10000
3226414,Blanqueador GREEN CHOICE GENERATION en gel (1000  ml),GREEN CHOICE GENERATION,5490,5490,10000
327854,Protector BINNER brillador pisos de madera (1000  ml),BINNER,84100,98900,10000
3514520,Limpiador DERSA multiusos (4000  ml),DERSA,25100,25100,10000
3673476,Detergente líquido COCO VARELA ropa delicada (700  ml),COCO VARELA,10200,10200,10000
200856,Quitamanchas sin cloro CLOROX 4 en 1 para ropa blanca en polvo (900  gr),CLOROX,43300,43300,10000
969146,Limpiador LIMPIAYA multiusos fragancia lavanda (2000  ml),LIMPIAYA,7160,7160,10000
3672475,Quitagrasa  BINNER crema multiusos (500  gr),BINNER,12520,15650,10000
268181,Blanqueador PATOJITO desinfectante multiusos (1800  ml),PATOJITO,6270,6270,10000
3401852,Desmanchador Ropa Color FLORAL,CLOROX,18800,23500,10000
1427104,Limpiapisos SANPIC lavanda (1000  ml),SANPIC,8570,11050,10000
1456888,Limpiapisos SANPIC lavanda (450  ml),SANPIC,5020,5020,10000
798609,Limpiavidrios MR MUSCULO lavanda empaque con gatillo (500  ml),MR MUSCULO,14400,15300,10000
400713,Limpiapisos PINOLINA desinfectante (960  ml),PINOLINA,6552,9360,10000
3679061,Limpiavidrios  BUFALO  + limpiador quitagrasa (1  UNIDAD),BUFALO,14475,19300,10000
124195497,Detergente Coco Varela X2,COCO VARELA,53295,74800,10000
353148,Detergente en cápsulas TIDE pods spring meadow (379  gr),TIDE,53700,63100,10000
3749176,Detergente en polvo TOP cuidado y limpieza (2000  gr),TOP,22100,22100,10000
3220755,Desengrasante GREEN CHOICE GENERATION desinfectante citrus (1000  ml),GREEN CHOICE GENERATION,9990,9990,10000
569305,Desmanchador BLANCOX polvo protege el color (400  gr),BLANCOX,18900,25950,10000
